%mor:	pro:dem|ça ?
%mor:	part|taire-PP&m n|tape&f-PL pro:dem|ça
%mor:	adv|comme pro:dem|ça part|taire-PP&m v:mdl|faire-PRES&12s ?
%mor:	adv|comme pro:dem|ça ?
%mor:	part|taire-PP&m v:aux|être&PRES&2s dé#part|chaîner-PP&f ?
%mor:	co|ouais=yes
%mor:	co|ouais=yes
%mor:	part|taire-PP&m det:art|le&m&sg v|gonfler-PRES&SUB&2s ?
%mor:	part|taire-PP&m v|arriver-PRES&SUB&2s neg|pas ?
%mor:	pro|moi&sg pro:sub|je$v|arriver-IMP&2s neg|pas co|non=no qn|plus
%mor:	adv:int|pourquoi pro:y|y v:aux|avoir&PRES&3s pro|tous&m&pl
%mor:	adv|comment pro:sub|on pro:obj|le v|passer-PRES&SUB&13s ?
%mor:	adv|par pro:y|en adv:place|dessous ?
%mor:	pro:dem|ce$v:aux|être&IMPF&3s part|accrocher-PP&m pro:int|où ?
%mor:	adv:place|là
%mor:	co|hop
%mor:	n|pose&f det:art|le&m&sg adv:place|là
%mor:	pro:sub|je v:mdl|aller&PRES&1s det:art|le&m&sg n|boire&m
%mor:	co|ah pro:dem|ce$v:aux|être&PRES&3s det:poss|mon&m&sg n|thé&m ?
%mor:	co|merci ?|ana
%mor:	v:mdl|falloir&PRES&3s pro:rel|que pro:sub|je det:art|le&m&sg
	v:mdl|faire-PRES&SUB&13s v|chauffer-INF ?
%mor:	co|oui=yes
%mor:	co|mh
%mor:	pro:dem|ce$v:aux|être&PRES&3s neg|pas co|bon
%mor:	co|mh
%mor:	co|non=no
%mor:	pro:int|que$v:aux|être&PRES&3s pro:dem|ce pro:rel|que$pro:sub|il
	pro:y|y v:aux|avoir&PRES&3s adv:place|là ?
%mor:	v:aux|être&PRES&3s part|casser-PP&m ?
%mor:	co|non=no pro:y|y v:aux|avoir&PRES&3s det:art|un&m&sg pro:sub|je
	v:mdl|savoir&PRES&12s neg|pas pro:int|quoi
%mor:	co|non=no
%mor:	pro:sub|je v:mdl|savoir&PRES&12s neg|pas pro:int|quoi
%mor:	pro:dem|ça pro:dem|ce$v:aux|être&PRES&3s prep|à det:art|la&f&sg
	?|barbie
%mor:	co|ouh
%mor:	part|taire-PP&m pro:obj|me$v:poss|avoir&PRES&2s part|faire-PP&m
	n|peur&f
%mor:	pro:sub|elle v:aux|avoir&PRES&3s part|garder-PP&m det:art|le&m&sg
	n|livre det:art|la&f&sg n|maîtresse&f ?
%mor:	pro:int|que$v:aux|être&PRES&3s pro:dem|ce adv|que part|taire-PP&m
	v|chercher-PRES&SUB&2s ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s ?|cellelà co|oui=yes
%mor:	pro:sub|elle v:aux|avoir&PRES&3s part|perdre-PP&m det:art|un&m&sg
	n|bras&m co|ta ?|barbie
%mor:	pro:int|où pro:sub|il v:aux|être&PRES&3s det:art|le&m&sg n|bras&m
	prep|de det:art|la&f&sg ?|barbie ?
%mor:	det:art|le&m&sg n|bras&m ?
%mor:	co|ah adv:place|là pro:dem|ce$v:exist|être&PRES&3s det:art|la&f&sg
	n|botte&f prep|que part|taire-PP&m v:aux|avoir&PRES&2s
%mor:	pro:dem|ça pro:dem|ce$v:aux|être&PRES&3s neg|pas det:art|le&m&sg
	n|bras&m
%mor:	co|ah pro:sub|il v:aux|être&PRES&3s adv:place|là det:art|le&m&sg
	n|bras&m
%mor:	v|regarder-IMP&2s
%mor:	pro:sub|on re#v|mettre-PRES&3s ?
%mor:	pro:dem|ça pro:dem|ce$v:aux|être&PRES&3s neg|pas co|la adv|même
	?|barbie co|hein
%mor:	pro:dem|ce$v:aux|être&PRES&3s pro:sub|elle adv:place|là
%mor:	v:mdl|faire-PRES&12s v|voir&INF
%mor:	pro:sub|je part|luire&PP&m v|mettre-IMP&2s det:art|un&m&sg n|bras&m
	prep|à det:poss|ta&f&sg n|poupée&f ?
%mor:	co|ouais=yes
%mor:	adv|d'accord
%mor:	co|mh
%mor:	pro:sub|on v:mdl|aller&PRES&3s pro:obj|le v|mettre-INF adv:place|là
%mor:	pro:sub|je v:mdl|savoir&PRES&12s neg|pas adv|si pro:sub|il
	v:mdl|aller&PRES&3s adv|bien v|tenir-INF n|mai&m-PL adv:place|voilà
%mor:	pro:sub|on part|luire&PP&m v:aux|avoir&PRES&3s re#part|mettre-PP&m
	det:poss|son&m&sg n|bras&m
%mor:	part|taire-PP&m part|luire&PP&m v:aux|avoir&PRES&2s
	re#part|mettre-PP&m
%mor:	co|ah co|bah co|oui=yes co|bah adv|si part|taire-PP&m
	part|luire&PP&m v|enlever-PRES&SUB&2s det:art|le$pro|autre&sg
%mor:	v:mdl|faire-PRES&12s v|voir&INF
%mor:	v|attendre-IMP&2s
%mor:	part|taire-PP&m pro:obj|me v|donner-PRES&SUB&2s ?
%mor:	co|merci
%mor:	adv:place|voilà
%mor:	part|taire-PP&m part|luire&PP&m v:aux|avoir&PRES&2s
	part|mettre-PP&m det:poss|sa&f&sg n|botte&f ?
%mor:	v|regarder-IMP&2s
%mor:	pro:sub|elle v:exist|être&PRES&3s n|parterre&m=flowerbed
	adv:place|là
%mor:	adv:place|là
%mor:	prep|vers det:poss|mon&m&sg n|pied&m n|chéri&f
%mor:	adv:place|là
%mor:	det:art|la&f&sg n|botte&f
%mor:	pro:dem|ça pro:dem|ça v:mdl|devoir&PRES&3s v:aux|être&INF
	det:art|les&pl n|chaussure&f-PL prep|de$pro:sub|elle
%mor:	co|oui=yes v|regarder-PRES&SUB&13s co|oui=yes n|mai&m-PL
	n|pourquoi&m pro:sub|elle v:aux|être&PRES&3s prep|à
	det:art|le$n|envers&m ?
%mor:	v|attendre-IMP&2s
%mor:	pro:sub|elle v:aux|avoir&PRES&3s neg|pas det:art|la&f&sg n|tête&f
	prep|à det:art|la&f&sg n|place&f prep|de&les n|pied&m-PL
%mor:	pro:sub|elle v:aux|être&PRES&3s prep|à det:art|le$n|envers&m
	det:dem|cette&f&sg n|poupée&f adv:place|là
%mor:	pro:sub|je v:mdl|savoir&PRES&12s neg|pas
%mor:	pro:sub|je v|comprendre-PRES&IMP&12s neg|pas
%mor:	pro:sub|je v:mdl|savoir&PRES&12s
%mor:	det:poss|sa&f&sg n|chaussure&f ?
%mor:	pro:sub|je$v:aux|avoir&PRES&1s neg|pas part|comprendre-PP&m
%mor:	re#v|dire-PRES&PASS&12s pro|moi&sg
%mor:	co|la det:art|le$pro|autre&sg n|botte&f pro:sub|elle
	v:aux|être&PRES&3s n|derrière&m
%mor:	v|regarder-IMP&2s
%mor:	co|oui=yes
%mor:	?|cellelà pro:sub|elle v:mdl|aller&PRES&3s prep|à pro:sub|elle
%mor:	part|taire-PP&m v|voir&IMP&PRES&12s pro:dem|ce$v:aux|être&PRES&3s
	det:art|la&f&sg n|rose pro:rel|qui v:mdl|aller&PRES&3s prep|avec
	det:poss|sa&f&sg n|robe&f
%mor:	co|hop
%mor:	conj|et pro:sub|elle pro:sub|elle v|mettre-PRES&3s det:art|les&pl
	n|botte&f-PL
%mor:	part|taire-PP&m pro:y|y v|arriver-PRES&SUB&2s neg|pas pro|toi&sg ?
%mor:	part|taire-PP&m v:aux|avoir&PRES&2s part|essayer-PP&m ?
%mor:	co|mh
%mor:	adv|comme pro:dem|ça
%mor:	v:mdl|faire-PRES&12s v|voir&INF
%mor:	conj|et co|bah part|taire-PP&m v|voir&IMP&PRES&12s part|taire-PP&m
	v|arriver-PRES&SUB&2s
%mor:	v|tenir-IMP&2s v|regarder-IMP&2s
%mor:	pro:dem|ce$v:aux|être&PRES&3s neg|pas det:art|le&m&sg adv|même
	n|rose
%mor:	pro:dem|ça v:mdl|devoir&PRES&3s neg|pas v:aux|être&INF
	det:art|les&pl adj|même&m-PL=same n|chaussure&f-PL prep|de
	det:art|la&f&sg adj|même&m=same n|poupée&f
%mor:	co|bah pro:sub|elle v:aux|avoir&PRES&3s det:art|une&f&sg
	n|chaussure&f prep|de det:gen|chaque n|couleur&f ?|cellelà
%mor:	v|regarder-IMP&2s
%mor:	co|boup
%mor:	part|taire-PP&m v:mdl|vouloir&PRES&12s prep|que pro:sub|je
	v|mettre-PRES&SUB&13s det:art|les&pl n|botte&f-PL ?
%mor:	pro:sub|on v|mettre-PRES&3s det:art|les&pl n|botte&f-PL ?
%mor:	co|mh
%mor:	part|taire-PP&m v:aux|être&PRES&2s adj|sûr&f prep|que
	pro:dem|ce$v:aux|être&PRES&3s det:dem|cette&f&sg n|poupée&f
	adv:place|là det:art|les&pl n|botte&f-PL ?
%mor:	part|faire-PP&m co|dodo det:poss|ton&m&sg n|bébé&m ?
%mor:	adv|mais part|taire-PP&m pro:sub|il$v:aux|avoir&PRES&2s
	part|manger-PP&m det:art|la&f&sg n|botte&f
%mor:	pro:sub|elle v:aux|être&PRES&3s adv|toute n|mordu&f
%mor:	pro:dem|ce$v:aux|être&PRES&3s pro|toi&sg pro:int|qui
	pro:obj|le$v:poss|avoir&PRES&2s part|manger-PP&m ?
%mor:	co|ah co|bon
%mor:	pro:dem|ce$v:aux|être&PRES&3s neg|pas pro|toi&sg
%mor:	co|mh
%mor:	co|non=no
%mor:	co|mh co|ouais=yes
%mor:	part|taire-PP&m v:aux|avoir&PRES&2s part|manger-PP&m pro:dem|ça ?
%mor:	co|ah
%mor:	v|tenir-IMP&2s
%mor:	co|la adv:place|voilà det:art|le$pro|autre&sg n|rose
%mor:	v|tenir-IMP&2s
%mor:	v|regarder-IMP&2s
%mor:	det:art|la&f&sg adj|rouge
%mor:	pro:dem|ça v:mdl|aller&PRES&3s prep|à ?|cellelà prep|que pro:sub|tu
	v:aux|avoir&PRES&2s part|déshabiller-PP&m
%mor:	co|ah co|bah pro:sub|elle v:aux|être&PRES&3s adv:place|là
	det:art|la&f&sg n|robe&f
%mor:	pro:sub|on det:art|la&f&sg re#v|mettre-PRES&3s det:art|la&f&sg
	n|robe&f ?
%mor:	co|ah pro:dem|ce$v:aux|être&PRES&3s prep|à pro:sub|elle
	det:art|les&pl n|lunette&f-PL
%mor:	pro:dem|ce$v:aux|être&IMPF&3s neg|pas prep|à&le n|cheval&m&pl
	det:art|les&pl n|lunette&f-PL ?
%mor:	co|si co|hein
%mor:	adv|alors adv:place|là det:art|les&pl n|cheval&m&pl
%mor:	part|taire-PP&m det:art|les&pl v:mdl|vouloir&PRES&12s ?
%mor:	pro:sub|ils v:aux|être&PRES&3p prep|dans det:art|la&f&sg n|caisse&f
%mor:	co|mhm co|mh
%mor:	pro:y|y pro:y|en v:aux|avoir&PRES&3s det:art|une&f&sg adv:place|là
%mor:	pro:y|y pro:y|en v:aux|avoir&PRES&3s det:art|un&m&sg
%mor:	co|ah pro:dem|ça pro:dem|ce$v:aux|être&PRES&3s det:art|le&m&sg
	n|papa&m
%mor:	co|mh
%mor:	pro:sub|il pro:obj|te part|faire-PP&m det:art|un&m&sg n|bisou&m ?
%mor:	pro:dem|ça pro:dem|ce$v:aux|être&PRES&3s det:art|le&m&sg n|bébé&m
	conj|ou det:art|la&f&sg n|maman&f ?
%mor:	co|ah co|bah v|dire-PRES&PASS&12s adv|donc pro:sub|elle
	v:aux|être&PRES&3s adj|petit&f co|hein
%mor:	part|faire-PP&m det:art|un&m&sg n|bisou&m n|papa&m ?
%mor:	prep|à&le n|galop&m ?
%mor:	adv|d'accord
%mor:	co|boum
%mor:	part|taire-PP&m v:mdl|vouloir&PRES&12s pro:int|quoi ?
%mor:	det:art|les&pl n|cheval&m&pl ?
%mor:	det:art|les&pl n|cheval&m&pl pro:sub|ils v:aux|être&PRES&3p
	adv:place|là adv:place|dessous
%mor:	v|regarder-IMP&2s
%mor:	det:art|une&f&sg n|tortue&f
%mor:	v|tenir-IMP&2s
%mor:	det:art|le&m&sg n|carosse&f=coach
%mor:	co|mh
%mor:	prep|de ?|chl
%mor:	pro:dem|ce$v:aux|être&PRES&3s prep|à pro|toi&sg ?|celuilà ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s pro:dem|celui&pl adv:place|là ?
%mor:	pro:int|quoi adv|donc ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s prep|à ?|chl adv|tout pro:dem|ça ?
%mor:	pro:sub|je v:mdl|pouvoir&PRES&12s v|ouvrir-INF ?
%mor:	part|taire-PP&m v:mdl|savoir&PRES&12s v|ouvrir-INF pro|toi&sg ?
%mor:	co|mhm
%mor:	co|ah co|oui=yes
%mor:	?|celuilà pro:sub|il v:aux|être&PRES&3s
%mor:	co|bah co|non=no ?|celuilà pro:sub|il v:aux|être&PRES&3s prep|à
	pro|toi&sg ?|celuilà
%mor:	?|celuilà pro:sub|il v:aux|être&PRES&3s prep|à ?|chl co|oui=yes
%mor:	v|dire-PRES&PASS&12s part|taire-PP&m v:aux|être&PRES&2s neg|pas
	n|obligé&f prep|de v|jeter-INF
%mor:	co|bah co|non=no part|taire-PP&m v:aux|être&PRES&2s neg|pas
	n|obligé&f
%mor:	co|mh
%mor:	pro:dem|ça pro:dem|ce v:aux|être&PRES&3p det:art|les&pl num|trois
	prep|de ?|chl
%mor:	co|non=no pro:dem|ça pro:dem|ce$v:aux|être&PRES&3s det:art|la&f&sg
	det:art|la&f&sg n|poupée&f prep|de&le n|bain&m
%mor:	part|taire-PP&m n|sens&m adv|encore ?
%mor:	co|mh
%mor:	n|sens&m
%mor:	pro:sub|elle v:aux|être&PRES&3s adv|encore part|parfumer-PP&f
%mor:	pro:sub|elle v|sentir-PRES&3s co|bon co|hein
%mor:	co|ah
%mor:	pro:dem|ce$v:aux|être&PRES&3s det:art|le&m&sg n|bébé&m conj|et
	det:art|la&f&sg n|maman&f
%mor:	adv|d'accord
%mor:	pro:sub|il v|prendre-PRES&3s det:poss|son&m&sg n|bain&m ?
%mor:	?|celuilà adv|aussi
%mor:	part|taire-PP&m n|mets&m det:art|le&m&sg n|savon&m ?
%mor:	adv|d'accord
%mor:	adv|par adv|contre pro:sub|je v:mdl|savoir&PRES&12s neg|pas
	pro:int|où part|taire-PP&m pro:obj|le$v:poss|avoir&PRES&2s
	adj|mi&m-PL=half adv|tout det:art|le$n|attirail&m&sg conj|pour co|la
	v|laver-INF co|ta n|poupée&f
%mor:	co|mh
%mor:	prep|de&les n|lunette&f-PL
%mor:	prep|dans det:art|le$pro|autre&sg n|sens&m det:art|les&pl
	n|lunette&f-PL
%mor:	pro:dem|ce$v:aux|être&IMPF&3s neg|pas prep|à pro:ind|lui
%mor:	co|non=no co|hein
%mor:	pro:sub|il pro:obj|me v|sembler-IMPF&3s adv|aussi
%mor:	co|non=no
%mor:	pro:dem|ce$v:aux|être&IMPF&3s neg|pas ?|celuilà
%mor:	pro:dem|ce$v:aux|être&IMPF&3s prep|à det:art|le$pro|autre&sg
%mor:	pro:dem|ce$v:aux|être&PRES&3s neg|pas ?|celuilà ?
%mor:	co|non=no pro:dem|ce$v:exist|être&IMPF&3s neg|pas ?|celuilà
%mor:	co|ah pro:dem|ce$v:exist|être&IMPF&3s ?|celuilà
%mor:	co|mhm
%mor:	pro:dem|ce$v:aux|être&IMPF&3s n|rose
%mor:	pro:sub|il v:aux|être&PRES&3s pro:int|où det:art|le&m&sg n|rose
	prep|avec det:art|les&pl n|aile&f-PL ?
%mor:	det:art|le$pro|autre&sg
%mor:	det:art|le&m&sg n|rose prep|de ?|chl conj|et det:art|la&f&sg
	n|licorne&f
%mor:	pro:sub|elle v:aux|être&PRES&3s pro:int|où det:art|la&f&sg
	n|licorne&f ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s pro:rel|quoi ?
%mor:	pro:dem|ce$v:aux|être&PRES&3s prep|à pro|toi&sg pro:dem|ça co|hein
	?
%mor:	pro:dem|ce$v:aux|être&PRES&3s det:poss|tes&pl n|bague&f-PL ?
%mor:	part|taire-PP&m det:art|les&pl n|mets&m ?
%mor:	v|regarder-IMP&2s
%mor:	pro:sub|elle v:aux|être&PRES&3s adv:place|là det:art|la&f&sg
	n|licorne&f
%mor:	co|mhm
%mor:	part|taire-PP&m det:art|le&m&sg n|casse&f-PL neg|pas co|hein
%mor:	co|oh pro:sub|je$v:aux|avoir&PRES&1s part|mettre-PP&m
	det:art|les&pl n|aile&f-PL prep|à det:art|le$n|envers&m
%mor:	adv:place|voilà
%mor:	v:mdllex|faire-PRES&12s v|voir&INF det:art|la&f&sg n|couronne&f
%mor:	pro:sub|elle v:aux|être&PRES&3s n|défaite&f
%mor:	co|oui=yes
%mor:	v:mdl|faire-PRES&12s v|voir&INF
%mor:	co|bon co|bah v|réparer-IMP&2s
%mor:	co|oui=yes pro:y|y v:aux|avoir&PRES&3s det:art|les&pl n|trou&m-PL
	adv:place|là
%mor:	adv|comme pro:dem|ça
%mor:	adv|comme pro:dem|ça
%mor:	adv|comme pro:dem|ça
%mor:	n|chéri&f adv|comme pro:dem|ça
%mor:	v|regarder-IMP&2s
%mor:	det:art|un&m&sg prep|dans det:gen|chaque n|trou&m conj|et adv|puis
	pro:obj|te$v|appuyer-PRES&SUB&2s adv|très adj|fort&m
%mor:	adv:place|voilà
%mor:	pro:sub|tu pro:ind|lui n|mets&m prep|sur det:art|la&f&sg n|tête&f
	det:poss|sa&f&sg n|couronne&f ?
%mor:	adv:place|là
%mor:	prep|sur det:art|la&f&sg n|tête&f
%mor:	adv:place|voilà
%mor:	v|appuyer-IMP&2s neg|pas adv|trop
%mor:	adv|très adj|joli&m
%mor:	adv|très adj|joli&m
%mor:	co|mh
