"utterance_id" "speaker_id" "speaker_role_raw" "utterance" "Comment" "X" "Comments" "session_id" "annotation1" "annotator_name1" "annotator1_comment" "annotation2" "annotator_name2" "annotator2_comment" "Diff_annotations" "keychild" "speaker" "role_adressee" "register"
5000 "MOT" "mother" "qu'est-ce qu'il va regarder le docteur ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5001 "MOT" "mother" "mets pas ton doigt dans ton nez ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5003 "MOT" "mother" "< il va regarder ton oreille ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5004 "MOT" "mother" "à quelle oreille tu as mal ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5006 "MOT" "mother" "qu'est-ce tu veux ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5007 "MOT" "mother" "les gâteaux ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5010 "MOT" "mother" "tu les aimes ceux-là ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5011 "MOT" "mother" "c'est bon ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5012 "MOT" "mother" "après on va faire le jeu avec l'ordinateur (.) de maman ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5013 "MOT" "mother" "où il faut montrer les images ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5014 "MOT" "mother" "tu te rappelles ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5015 "MOT" "mother" "hein Anaé ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5017 "MOT" "mother" "tu fais le petit lapin ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5018 "MOT" "mother" "le petit hamster !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5019 "MOT" "mother" "il y a des lapins chez Véro ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5021 "MOT" "mother" "non il y en a plus des lapins ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5022 "MOT" "mother" "et il y a des cochonsd+inde ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5024 "MOT" "mother" "il y a quoi alors ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5028 "MOT" "mother" "qu'est-ce qu'il se passe ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5030 "MOT" "mother" "un p(e)tit peu de pâte à modeler sous l'ongle mais c'est pas grave ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5031 "BRO" "Brother" "maman ?" "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5032 "MOT" "mother" "oui ?" "" "" " " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "mother" "Other child" "OCDS"
5033 "BRO" "Brother" "pourquoi on va pas s(e) promener ?" "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5034 "MOT" "mother" "< ça y est !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5035 "MOT" "mother" "bah parce qu'il fait pas très beau ." "" "" " " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "mother" "Other child" "OCDS"
5036 "OBS" "Investigator" "et vous êtes tous malades ." "" "" " " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "investigator" "Other child" "OCDS"
5037 "MOT" "mother" "on ira s(e) promener chez le docteur tout à l'heure !" "" "" " " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "mother" "Other child" "OCDS"
5038 "BRO" "Brother" "quand Anaé elle sera chez le docteur ?" "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5039 "MOT" "mother" "oui et bah ?" "" "" " " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "mother" "Other child" "OCDS"
5040 "BRO" "Brother" "on va s(e) promener quand Anaé elle ..." "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5041 "MOT" "mother" "bah non on ira s(e) promener demain peut-être ." "" "" " " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "mother" "Other child" "OCDS"
5042 "MOT" "mother" "puis demain on va commencer les préparatifs pour Noël ." "" "" " " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "mother" "Other child" "OCDS"
5043 "MOT" "mother" "on va faire les sablés ." "" "" " " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "mother" "Other child" "OCDS"
5044 "MOT" "mother" "le bateau en pain d' épice ." "%act MOT caresse les cheveux de CHI" "" "%act MOT caresse les cheveux de CHI " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "mother" "Other child" "OCDS"
5046 "BRO" "Brother" "c'est Arthur qui xxx ." "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5047 "MOT" "mother" "< les décorations ." "" "" " " "Anae/2428.cha" "BRO" "clara" "" "" "" "" "" "Anae" "mother" "Other child" "OCDS"
5049 "MOT" "mother" "on fera des décorations demain ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5050 "MOT" "mother" "Anaé ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5051 "BRO" "Brother" "< ouais !" "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5053 "MOT" "mother" "oui ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5055 "MOT" "mother" "on mettra des boules ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5056 "MOT" "mother" "et des guirlandes ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5058 "MOT" "mother" "bleues oui !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5059 "BRO" "Brother" "< partout !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "child" "Keychild" "CDS"
5060 "BRO" "Brother" "partout [/] partout [/] partout !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "child" "Keychild" "CDS"
5061 "MOT" "mother" "oui ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5062 "OBS" "Investigator" "< j'ai l'impression que t(u) aimes le bleu Anaé !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5064 "MOT" "mother" "tu aimes le bleu ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5065 "BRO" "Brother" "et du rouge aussi !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "child" "Keychild" "CDS"
5066 "MOT" "mother" "oh oui aussi du rouge ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5067 "BRO" "Brother" "puisque le rouge du [//] c'est la couleur préférée du Père Noël !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "child" "Keychild" "CDS"
5068 "MOT" "mother" "hum ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5069 "MOT" "mother" "qui est-ce qui va venir pour Noël à notre maison ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5070 "BRO" "Brother" "père ..." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "child" "Keychild" "CDS"
5071 "MOT" "mother" "ouais mais y aura aussi les cousins et les cousines ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5072 "MOT" "mother" "comment ils s'appellent les cousins et les cousines ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5074 "MOT" "mother" "hum ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5075 "BRO" "Brother" "Anouck ." "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5078 "MOT" "mother" "ouais et puis ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5079 "BRO" "Brother" "Agathe Timothé ." "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5081 "MOT" "mother" "ils vont venir chez nous ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5083 "MOT" "mother" "oui ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5084 "MOT" "mother" "qu'est-ce qu'il a fait Timothé chez Véro tu m'as raconté ce matin ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5086 "MOT" "mother" "pourquoi Véro elle a grondé ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5088 "MOT" "mother" "il a déchiré le livre ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5090 "MOT" "mother" "et qu'est-ce qu'elle a dit Véro alors ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5092 "MOT" "mother" "qu'est-ce qu'elle a dit pour gronder ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5094 "MOT" "mother" "elle a dit non ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5095 "MOT" "mother" "et il est allé où Timothé ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5096 "BRO" "Brother" "au coin ." "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5097 "MOT" "mother" "il est allé au coin ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5099 "MOT" "mother" "il a pleuré ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5101 "MOT" "mother" "il a déchiré le livre bah oui c'est pas bien hein !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5102 "MOT" "mother" "et toi tu fais des bêtises des fois chez Véro ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5104 "MOT" "mother" "non jamais ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5106 "MOT" "mother" "tu vas jamais au coin ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5108 "MOT" "mother" "non jamais [/] jamais [=! signe non de la tête] ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5110 "MOT" "mother" "et à la maison tu fais jamais de bêtises ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5112 "MOT" "mother" "non et chez mamie ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5114 "MOT" "mother" "t(u) as jamais fait de bêtises chez mamie ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5115 "MOT" "mother" "t(u) as pas fait une bêtise l'autre jour ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5116 "MOT" "mother" "hein ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5117 "MOT" "mother" "quand tu t'es sauvée dans la rue c'était pas une bêtise ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5119 "MOT" "mother" "non c'est pas une bêtise ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5121 "MOT" "mother" "on a le droit de se sauver toute seule dans la rue ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5123 "MOT" "mother" "bah alors !" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5124 "MOT" "mother" "t(u) as fait une bêtise ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5127 "MOT" "mother" "encore des gâteaux ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5129 "MOT" "mother" "si il te plaît ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5131 "MOT" "mother" "et pourquoi tu t'étais sauvée dans la rue ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5132 "MOT" "mother" "hein ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5134 "MOT" "mother" "pourquoi tu étais allée dans la rue ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5136 "MOT" "mother" "parce que quoi ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5138 "MOT" "mother" "parce que quoi ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5139 "BRO" "Brother" "< parce que <elle voulait> [/] elle [/] elle voulait pas que tu partes ." "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5140 "MOT" "mother" "parce que tu voulais ta maman ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5142 "BRO" "Brother" "oui ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "child" "Keychild" "CDS"
5143 "BRO" "Brother" "je crois qu'elle a voulu sa maman et ..." "" "" " " "Anae/2428.cha" "MOT" "clara" "" "" "" "" "" "Anae" "child" "Mother" "ADS"
5144 "MOT" "mother" "et est-ce que Ael il fait des bêtises ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5146 "MOT" "mother" "non jamais ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5148 "MOT" "mother" "hum hum ." "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5149 "MOT" "mother" "et Arthur ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5151 "MOT" "mother" "jamais ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5152 "MOT" "mother" "et Homer ?" "" "" " " "Anae/2428.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5157 "MOT" "mother" "six je crois ." "" "" " " "Anae/2529.cha" "OBS" "clara" "" "" "" "" "" "Anae" "mother" "Investigator" "Investigator"
5159 "OBS" "Investigator" "deux ans et demi !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5160 "OBS" "Investigator" "dis donc !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5162 "OBS" "Investigator" "quelle grande fille !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5163 "OBS" "Investigator" "ça fait un an que je te filme Anaé !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5164 "OBS" "Investigator" "j'ai commencé quand t(u) avais un an et demi à te filmer ." "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5165 "MOT" "mother" "tu te souviens ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5167 "MOT" "mother" "est-ce que tu te souviens Anaé quand tu étais petite ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5169 "MOT" "mother" "< oui ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5172 "MOT" "mother" "c'était comment quand tu étais petite ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5174 "MOT" "mother" "[=! rit] qu'est-ce que c'est tu crois ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5175 "MOT" "mother" "est-ce que tu veux que je t'ouvre ta compote ?" "%act MOT montre la compote à CHI " "" "%act MOT montre la compote à CHI  " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5176 "MOT" "mother" "Anaé ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5178 "MOT" "mother" "tu veux ta compote ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5180 "MOT" "mother" "non ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5182 "MOT" "mother" "tu vas la manger ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5183 "MOT" "mother" "mais il faut bien l'ouvrir ." "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5184 "MOT" "mother" "Omer !" "add au chien" "" "add au chien " "Anae/2529.cha" "PET" "clara" "" "" "" "" "" "Anae" "mother" "Animals" "unclassified"
5185 "MOT" "mother" "il faut bien l'ouvrir pour la manger non ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5187 "MOT" "mother" "c'est toi qui l'ouvres toute seule ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5189 "MOT" "mother" "il y a un petit bouchon !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5190 "MOT" "mother" "et voilà !" "%act ouvre la compote" "" "%act ouvre la compote " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5191 "MOT" "mother" "hé [/] hé [/] hé [/] hé qu'est-ce qu'on dit ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5195 "MOT" "mother" "tu parles dans ta tête c'est nouveau ça [=! rit] !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5196 "OBS" "Investigator" "< et pourquoi tu parles pas tout fort ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5197 "OBS" "Investigator" "Anaé pourquoi tu parles pas tout fort ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5198 "OBS" "Investigator" "moi je veux t'entendre !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5200 "MOT" "mother" "rien !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5202 "MOT" "mother" "je parle dans ma tête ." "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5203 "OBS" "Investigator" "< mais tu sais quand tu parles dans ta tête j'entends pas hein !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5204 "MOT" "mother" "moi non plus j'entends pas ." "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5205 "OBS" "Investigator" "< tu fais exprès hein !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5206 "OBS" "Investigator" "tu veux pas qu'on entende !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5207 "MOT" "mother" "si tu me dis merci en parlant dans ta tête moi je t'entends pas ." "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5210 "MOT" "mother" "alors qu'est-ce que tu as fait ce matin ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5211 "MOT" "mother" "au relais" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5212 "MOT" "mother" "tu me racontes ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5214 "MOT" "mother" "c'est vrai ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5215 "MOT" "mother" "attends je vais répondre au téléphone ." "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5216 "MOT" "mother" "allô ." "exp MOT répond au téléphone " "" "exp MOT répond au téléphone  " "Anae/2529.cha" "TEL" "clara" "" "" "" "" "" "Anae" "mother" "Telephone" "unclassified"
5217 "OBS" "Investigator" "il est rigolo votre téléphone !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5218 "OBS" "Investigator" "ça fait une sonnerie rigolote on a envie de danser !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5224 "OBS" "Investigator" "ah !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5226 "OBS" "Investigator" "ouais !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5227 "OBS" "Investigator" "est-ce que il y en a à autre chose qu'à la pomme ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5228 "OBS" "Investigator" "t(u) as déjà goûté à la banane ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5230 "OBS" "Investigator" "tu te rappelles ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5232 "OBS" "Investigator" "oui !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5233 "OBS" "Investigator" "bon ." "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5235 "OBS" "Investigator" "mais si bien sûr que oui !" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "investigator" "Keychild" "CDS"
5236 "MOT" "mother" "Omer c'est pas pour toi les gâteaux ." "" "" " " "Anae/2529.cha" "PET" "clara" "" "" "" "" "" "Anae" "mother" "Animals" "unclassified"
5237 "MOT" "mother" "alors qu'est-ce que tu as fait en pâteà+modeler ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5238 "MOT" "mother" "qu'est-ce que tu as fait en pâteà+modeler ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5240 "MOT" "mother" "un bonhomme et puis quoi d' autre ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5242 "MOT" "mother" "Timothée qu'est-ce qu'il a fait en pâteà+modeler ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5244 "MOT" "mother" "un quoi ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5246 "MOT" "mother" "un serpent ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5247 "MOT" "mother" "et Eva elle en a fait de la pâteà+modeler ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5249 "MOT" "mother" "< oui ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5250 "MOT" "mother" "qu'est-ce qu'elle a fait ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5252 "MOT" "mother" "il y a partout quoi ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
5254 "MOT" "mother" "ah il y a partout sur ses doigts ?" "" "" " " "Anae/2529.cha" "1" "clara" "" "" "" "" "" "Anae" "mother" "Keychild" "CDS"
